class,t,sigma_count,P_card,quadratic_fuzziness,P_pair_product,pairwise_extra_information
0,0.018165003690451948,2.0,1.0,0.03567007266275561,1.0178350363313777,0.01783503633137773
0,0.07598544453531678,2.0,1.0,0.14042331350817414,1.0702116567540871,0.07021165675408714
0,0.057959036953380796,2.0,1.0,0.10919957397763486,1.0545997869888175,0.05459978698881751
0,0.028140785178081044,2.0,1.0,0.054697762775284285,1.0273488813876421,0.027348881387642132
0,0.04453952351487702,2.0,1.0,0.08511150871988946,1.0425557543599446,0.04255575435994463
0,0.00034815675263697446,2.0,1.0,0.0006960710790251577,1.0003480355395127,0.00034803553951268107
0,0.0608480461973676,2.0,1.0,0.11429112294266125,1.0571455614713305,0.05714556147133054
0,0.04483590408578461,2.0,1.0,0.08565129158118989,1.042825645790595,0.04282564579059489
0,0.018002348327458097,2.0,1.0,0.035356527564309896,1.0176782637821549,0.01767826378215487
0,0.07525524205606691,2.0,1.0,0.13918378119829938,1.0695918905991497,0.06959189059914972
0,0.05042185344493774,2.0,1.0,0.09575898028022994,1.047879490140115,0.047879490140114944
0,0.07679332212342777,2.0,1.0,0.1417922156013505,1.0708961078006753,0.07089610780067535
0,0.06853133655466245,2.0,1.0,0.1276695849293881,1.063834792464694,0.06383479246469403
0,0.03628081537519439,2.0,1.0,0.06992903562181085,1.0349645178109055,0.03496451781090548
0,0.002166666151009098,2.0,1.0,0.004323943417598374,1.0021619717087993,0.002161971708799282
0,0.021347224538239437,2.0,1.0,0.041783041085506865,1.0208915205427533,0.02089152054275334
0,0.0034862353284543968,2.0,1.0,0.006948162983378048,1.003474081491689,0.0034740814916889295
0,0.02496954149419123,2.0,1.0,0.04869212698352224,1.0243460634917612,0.02434606349176116
0,0.037627398613955844,2.0,1.0,0.0724231549750046,1.0362115774875023,0.036211577487502256
0,0.06106011095335844,2.0,1.0,0.11466354760744396,1.057331773803722,0.05733177380372201
0,0.04426736048035161,2.0,1.0,0.08461552255290844,1.0423077612764542,0.04230776127645419
0,0.04406127509394331,2.0,1.0,0.08423975826207832,1.042119879131039,0.042119879131039095
0,0.07662942435559664,2.0,1.0,0.14151471135705304,1.0707573556785266,0.07075735567852659
0,0.021505909832528057,2.0,1.0,0.04208681134960649,1.0210434056748032,0.02104340567480323
0,0.039133374170083134,2.0,1.0,0.0752039063922948,1.0376019531961473,0.03760195319614734
0,0.035604221093885065,2.0,1.0,0.06867312106836562,1.0343365605341828,0.03433656053418277
0,0.01798689595765233,2.0,1.0,0.03532673506292186,1.017663367531461,0.017663367531461027
0,0.058285273371734024,2.0,1.0,0.10977620055943255,1.0548881002797164,0.054888100279716356
0,0.07782682653354903,2.0,1.0,0.14353962321053176,1.0717698116052659,0.07176981160526585
0,0.04476665428102191,2.0,1.0,0.08552520189101073,1.0427626009455053,0.042762600945505325
0,0.025365722658266244,2.0,1.0,0.049444605544580286,1.02472230277229,0.02472230277229004
0,0.028706592479188987,2.0,1.0,0.05576504805484547,1.0278825240274228,0.02788252402742275
0,0.06836191754784476,2.0,1.0,0.12737713155405284,1.0636885657770265,0.06368856577702653
0,0.03585177089612635,2.0,1.0,0.06913284283947604,1.034566421419738,0.03456642141973809
0,0.012106280928332361,2.0,1.0,0.02391943778083328,1.0119597188904166,0.011959718890416582
0,0.02600227170172923,2.0,1.0,0.05065230713615733,1.0253261535680787,0.025326153568078658
0,0.06773049927347749,2.0,1.0,0.12628615748328592,1.063143078741643,0.06314307874164293
0,0.05247346248674217,2.0,1.0,0.09943999644278931,1.0497199982213947,0.04971999822139472
0,0.07957588256745204,2.0,1.0,0.14648712296212626,1.0732435614810631,0.07324356148106315
0,0.02353579901084652,2.0,1.0,0.045963730351535156,1.0229818651757676,0.022981865175767613
0,0.06451420027459978,2.0,1.0,0.1207042364750572,1.0603521182375286,0.06035211823752862
0,0.07340423699995649,2.0,1.0,0.13603210998082138,1.0680160549904107,0.06801605499041075
0,0.03744542644605962,2.0,1.0,0.07208653296866474,1.0360432664843324,0.036043266484332426
0,0.0003696220266016326,2.0,1.0,0.0007389708123181581,1.000369485406159,0.0003694854061591091
0,0.046895671979851825,2.0,1.0,0.0893929358588199,1.04469646792941,0.044696467929409955
0,0.06220283503000528,2.0,1.0,0.11666728468847042,1.058333642344235,0.058333642344235104
0,0.01262863339707379,2.0,1.0,0.02493830203119218,1.012469151015596,0.012469151015596092
0,0.07629226929780983,2.0,1.0,0.1409435178864006,1.0704717589432002,0.07047175894320024
0,0.05491105054563269,2.0,1.0,0.10379165414721535,1.0518958270736076,0.051895827073607625
0,0.045925448526356355,2.0,1.0,0.08763260340801872,1.0438163017040094,0.04381630170400941
0,0.07448514268355315,2.0,1.0,0.13787421240592773,1.0689371062029638,0.06893710620296378
0,0.04650297134818923,2.0,1.0,0.08868089000795747,1.0443404450039788,0.04434044500397882
0,0.008448247301568177,2.0,1.0,0.016753748838199394,1.0083768744190997,0.008376874419099734
0,0.004177085648229149,2.0,1.0,0.008319275207433027,1.0041596376037165,0.004159637603716515
0,0.032718907514873316,2.0,1.0,0.06329676121181294,1.0316483806059065,0.03164838060590647
0,0.05099544515236067,2.0,1.0,0.09678981945214649,1.0483949097260732,0.04839490972607319
0,0.054499990771514004,2.0,1.0,0.1030594835548378,1.051529741777419,0.05152974177741898
0,0.0006928285714732763,2.0,1.0,0.0013846971200876133,1.0006923485600439,0.0006923485600438539
0,0.007241206567641161,2.0,1.0,0.01437754299017182,1.007188771495086,0.00718877149508601
1,0.3875539791399074,2.0,1.0,0.4747117847854632,1.2373558923927317,0.2373558923927317
1,0.3858075014785516,2.0,1.0,0.473920146562858,1.236960073281429,0.23696007328142898
1,0.38610401219211227,2.0,1.0,0.474055407922531,1.2370277039612656,0.2370277039612656
1,0.4886627001569164,2.0,1.0,0.499742931264536,1.249871465632268,0.24987146563226803
1,0.4452375391516925,2.0,1.0,0.4940021457636752,1.2470010728818375,0.24700107288183748
1,0.47282163750653816,2.0,1.0,0.49852267322434796,1.2492613366121739,0.24926133661217387
1,0.4948625750829425,2.0,1.0,0.4999472137304432,1.2499736068652216,0.24997360686522163
1,0.36335051806099733,2.0,1.0,0.4626538381716043,1.2313269190858023,0.23132691908580227
1,0.47539087806491315,2.0,1.0,0.498788782235168,1.249394391117584,0.249394391117584
1,0.419016952755766,2.0,1.0,0.48688349211807636,1.2434417460590381,0.24344174605903812
1,0.41021829007537836,2.0,1.0,0.4838784891260222,1.241939244563011,0.24193924456301108
1,0.38009575625093783,2.0,1.0,0.471245944661931,1.2356229723309655,0.23562297233096552
1,0.3849745939725406,2.0,1.0,0.4735383119364362,1.2367691559682181,0.23676915596821813
1,0.3919319170953479,2.0,1.0,0.47664257891462647,1.2383212894573132,0.23832128945731323
1,0.39806663613837706,2.0,1.0,0.479219178663708,1.239609589331854,0.23960958933185394
1,0.4871053555605646,2.0,1.0,0.499667456289561,1.2498337281447804,0.24983372814478044
1,0.47587020031431143,2.0,1.0,0.49883550553425715,1.2494177527671286,0.24941775276712863
1,0.4150914610492054,2.0,1.0,0.4855810800264828,1.2427905400132415,0.24279054001324152
1,0.44680448272367296,2.0,1.0,0.49434047388340796,1.247170236941704,0.24717023694170392
1,0.4531427937130541,2.0,1.0,0.4956088044379652,1.2478044022189825,0.24780440221898248
